solver_window_ms,user_decision_timeout_ms,time_to_deadline_ms,time_in_force,max_slippage_bps,max_gas_cost_usd,max_hops,has_whitelist,has_blacklist,has_limit_price,optimization_goal,surplus_weight,gas_cost_weight,execution_speed_weight,reputation_weight,require_simulation,input_count,output_count,input_asset_types,output_asset_types,input_value_usd,expected_output_value_usd,benchmark_source,benchmark_confidence,expected_gas_usd,expected_slippage_bps,has_nlp_input,nlp_confidence,client_platform,tag_count,strategy,actual_surplus_usd,actual_surplus_pct,actual_price_impact,primary_category,sub_category,detected_priority,complexity_level,risk_level,surplus_usd_weight,surplus_pct_weight,price_impact_weight,gas_cost_weight,gas_efficiency_weight,total_cost_weight,success_rate_weight,reliability_weight,guarantee_weight
10000,60000,126395,fill_or_kill,652,2.01,2,False,True,True,maximize_output,12,49,15,24,False,1,1,"[""volatile""]","[""native""]",16629.07,16321.77,internal,0.809,1.31,284,True,0.634,telegram,4,Gas-Optimized,,,,swap,multi_hop_swap,output,moderate,medium,,,,49,0.282,0.236,,,
5000,60000,143607,good_til_cancel,589,2.06,2,True,False,True,minimize_gas,16,49,14,21,True,1,1,"[""stable""]","[""native""]",8098.12,8017.31,internal,0.974,0.58,104,True,0.833,api,2,Gas-Optimized,,,,swap,simple_swap,cost,simple,medium,,,,49,0.297,0.247,,,
10000,30000,196647,fill_or_kill,574,2.43,3,False,True,True,minimize_gas,19,48,13,20,True,1,1,"[""native""]","[""native""]",5307.33,5256.44,1inch,0.766,1.14,239,False,0.0,api,2,Gas-Optimized,,,,complex_defi,split_route,cost,moderate,medium,,,,48,0.339,0.241,,,
3000,30000,107478,good_til_cancel,682,2.5,2,True,False,False,fastest_execution,20,46,18,16,False,1,1,"[""volatile""]","[""volatile""]",16584.86,16682.66,coingecko,0.964,1.59,580,False,0.0,api,0,Gas-Optimized,,,,limit_order,standard_limit,output,moderate,medium,,,,46,0.286,0.313,,,
10000,60000,72713,fill_or_kill,617,2.02,3,False,False,True,minimize_gas,23,52,14,11,True,1,1,"[""volatile""]","[""native""]",668.77,660.79,1inch,0.814,1.69,298,True,0.704,web,4,Gas-Optimized,,,,complex_defi,aggregated_swap,cost,simple,medium,,,,52,0.291,0.291,,,
10000,120000,182698,fill_or_kill,568,2.33,3,True,True,True,minimize_gas,22,41,12,25,False,1,1,"[""native""]","[""volatile""]",469.5,461.49,1inch,0.794,0.79,406,False,0.0,telegram,2,Gas-Optimized,,,,swap,multi_hop_swap,cost,complex,medium,,,,41,0.265,0.25,,,
15000,120000,183149,fill_or_kill,632,2.47,2,False,False,False,balanced,11,42,12,35,False,1,2,"[""volatile""]","[""native"", ""stable""]",5468.48,5420.59,coingecko,0.767,1.39,574,True,0.933,web,4,Gas-Optimized,,,,limit_order,standard_limit,balanced,moderate,low,,,,42,0.267,0.332,,,
60000,600000,181719,good_til_cancel,809,2.55,3,True,False,False,fastest_execution,27,21,4,48,True,2,1,"[""volatile"", ""native""]","[""volatile""]",56021.94,56746.5,coingecko,0.912,1.56,482,True,0.77,api,2,Reputation-Trust,,,,limit_order,stop_loss,balanced,complex,medium,,,,21,,,0.387,0.346,0.267
5000,30000,167087,good_til_cancel,517,2.45,3,False,True,True,balanced,11,49,20,20,True,2,1,"[""volatile"", ""volatile""]","[""native""]",19237.32,18891.54,internal,0.759,0.66,372,True,0.738,api,4,Gas-Optimized,,,,swap,simple_swap,balanced,complex,low,,,,49,0.339,0.237,,,
15000,60000,486331,fill_or_kill,768,2.58,4,False,False,True,balanced,28,14,14,44,True,1,1,"[""stable""]","[""native""]",28736.39,28016.93,internal,0.839,1.45,555,False,0.0,web,5,Reputation-Trust,,,,swap,simple_swap,cost,moderate,medium,,,,14,,,0.432,0.347,0.221
3000,300000,218328,good_til_cancel,938,2.28,3,True,False,True,maximize_output,44,14,19,23,False,1,1,"[""stable""]","[""volatile""]",44066.72,44679.01,paraswap,0.811,1.73,673,False,0.0,web,1,Surplus-First,338.26,0.76,1.79,complex_defi,aggregated_swap,output,complex,high,0.469,0.305,0.226,14,,,,,
5000,30000,108247,good_til_cancel,785,2.55,3,True,True,True,maximize_output,42,14,19,25,False,1,1,"[""native""]","[""volatile""]",45106.23,45794.57,1inch,0.866,1.25,439,True,0.649,api,2,Surplus-First,526.71,1.15,0.91,complex_defi,aggregated_swap,output,moderate,medium,0.494,0.372,0.134,14,,,,,
5000,600000,245883,immediate,708,2.76,2,True,False,True,balanced,23,13,15,49,True,1,1,"[""stable""]","[""volatile""]",55440.21,56286.26,coingecko,0.964,2.1,426,True,0.705,telegram,0,Reputation-Trust,,,,swap,cross_chain,cost,moderate,medium,,,,13,,,0.367,0.319,0.314
15000,120000,155195,fill_or_kill,566,2.25,2,False,False,True,fastest_execution,23,45,17,15,True,2,1,"[""stable"", ""native""]","[""stable""]",5070.25,5116.38,1inch,0.937,1.32,108,False,0.0,telegram,2,Gas-Optimized,,,,swap,simple_swap,balanced,simple,low,,,,45,0.297,0.209,,,
60000,300000,340118,good_til_cancel,620,2.32,4,True,False,False,balanced,25,25,11,39,False,1,1,"[""native""]","[""native""]",56156.2,54835.52,coingecko,0.886,1.84,308,False,0.0,telegram,1,Reputation-Trust,,,,complex_defi,aggregated_swap,balanced,complex,high,,,,25,,,0.377,0.352,0.271
15000,120000,110612,good_til_cancel,609,2.28,2,True,False,True,minimize_gas,15,53,16,16,True,1,1,"[""volatile""]","[""stable""]",13833.15,13703.46,paraswap,0.881,1.22,495,True,0.898,api,1,Gas-Optimized,,,,swap,multi_hop_swap,cost,moderate,low,,,,53,0.258,0.304,,,
15000,120000,58116,good_til_cancel,619,2.39,2,True,True,False,minimize_gas,20,41,18,21,True,2,1,"[""volatile"", ""volatile""]","[""native""]",1088.75,1077.71,internal,0.777,0.99,251,True,0.658,api,3,Gas-Optimized,,,,swap,simple_swap,cost,moderate,medium,,,,41,0.294,0.292,,,
15000,300000,173296,immediate,601,2.24,2,True,False,False,maximize_output,60,8,14,18,True,3,1,"[""native"", ""stable"", ""stable""]","[""stable""]",25511.98,25684.09,1inch,0.938,2.19,60,False,0.0,telegram,0,Surplus-First,337.41,1.31,1.09,swap,multi_hop_swap,output,complex,medium,0.445,0.338,0.217,8,,,,,
5000,120000,468815,good_til_cancel,853,2.22,4,True,True,True,balanced,24,20,3,53,True,2,2,"[""native"", ""native""]","[""volatile"", ""stable""]",82027.59,80570.19,paraswap,0.901,1.52,598,False,0.0,mobile,1,Reputation-Trust,,,,complex_defi,multi_token,balanced,complex,medium,,,,20,,,0.367,0.389,0.244
3000,120000,124652,immediate,688,2.1,2,False,False,False,minimize_gas,10,57,17,16,False,1,1,"[""native""]","[""volatile""]",8723.11,8578.42,coingecko,0.773,0.73,130,False,0.0,telegram,1,Gas-Optimized,,,,swap,multi_hop_swap,cost,moderate,medium,,,,57,0.338,0.204,,,
5000,600000,586390,immediate,807,2.54,3,False,False,False,minimize_gas,29,24,0,47,True,1,1,"[""native""]","[""stable""]",61995.27,63202.76,paraswap,0.888,1.32,563,True,0.765,web,1,Reputation-Trust,,,,complex_defi,aggregated_swap,balanced,complex,high,,,,24,,,0.38,0.394,0.226
10000,600000,68022,good_til_cancel,877,2.42,4,True,True,True,balanced,17,13,19,51,True,2,1,"[""native"", ""stable""]","[""stable""]",1580.96,1535.2,1inch,0.828,1.21,103,False,0.0,mobile,3,Reputation-Trust,,,,swap,cross_chain,balanced,moderate,high,,,,13,,,0.38,0.322,0.298
5000,60000,121157,immediate,532,2.08,2,False,False,False,balanced,14,49,12,25,False,1,1,"[""native""]","[""native""]",15540.02,15551.34,paraswap,0.847,1.43,100,False,0.0,telegram,0,Gas-Optimized,,,,swap,multi_hop_swap,balanced,moderate,low,,,,49,0.326,0.242,,,
5000,600000,481419,good_til_cancel,765,2.84,4,True,True,True,balanced,22,20,6,52,False,1,1,"[""native""]","[""native""]",62735.76,61282.37,internal,0.906,1.27,370,False,0.0,api,2,Reputation-Trust,,,,swap,simple_swap,cost,moderate,high,,,,20,,,0.435,0.352,0.213
60000,120000,67104,good_til_cancel,866,2.68,3,True,True,False,minimize_gas,24,13,10,53,True,1,1,"[""native""]","[""native""]",91792.38,90172.65,internal,0.914,2.19,370,True,0.899,api,0,Reputation-Trust,,,,swap,simple_swap,balanced,complex,high,,,,13,,,0.416,0.39,0.194
60000,300000,432401,good_til_cancel,889,2.69,3,True,False,False,balanced,24,14,12,50,False,2,2,"[""stable"", ""volatile""]","[""volatile"", ""volatile""]",6931.55,6890.9,paraswap,0.838,2.23,721,True,0.942,api,1,Reputation-Trust,,,,complex_defi,split_route,balanced,moderate,medium,,,,14,,,0.409,0.36,0.231
3000,30000,138300,fill_or_kill,642,2.62,4,True,True,True,maximize_output,60,10,10,20,False,1,1,"[""stable""]","[""stable""]",46059.04,44790.19,internal,0.988,1.24,195,True,0.938,api,0,Surplus-First,858.69,1.92,1.73,complex_defi,split_route,output,moderate,high,0.406,0.347,0.247,10,,,,,
5000,30000,36023,good_til_cancel,781,2.84,2,True,False,True,maximize_output,49,15,20,16,True,1,1,"[""stable""]","[""native""]",23941.75,23361.77,internal,0.837,2.34,321,True,0.825,telegram,1,Surplus-First,323.47,1.38,0.68,swap,multi_hop_swap,output,moderate,medium,0.427,0.306,0.267,15,,,,,
10000,30000,33717,immediate,971,2.35,3,False,False,False,maximize_output,55,7,12,26,True,1,1,"[""volatile""]","[""volatile""]",22949.59,22628.8,1inch,0.848,1.88,841,True,0.681,telegram,2,Surplus-First,540.87,2.39,0.85,complex_defi,multi_token,output,complex,high,0.432,0.318,0.25,7,,,,,
5000,30000,212207,immediate,791,2.21,4,False,False,False,maximize_output,56,13,14,17,True,1,1,"[""stable""]","[""native""]",46135.01,45943.62,1inch,0.838,1.7,380,False,0.0,telegram,5,Surplus-First,642.25,1.4,0.57,complex_defi,aggregated_swap,output,moderate,medium,0.448,0.334,0.218,13,,,,,
3000,60000,197697,good_til_cancel,739,2.55,2,False,False,False,balanced,55,8,14,23,True,1,1,"[""native""]","[""native""]",38277.06,38852.87,coingecko,0.822,2.16,460,True,0.657,mobile,2,Surplus-First,361.51,0.93,1.64,complex_defi,multi_token,output,complex,medium,0.405,0.309,0.286,8,,,,,
5000,120000,51408,immediate,589,2.08,3,True,False,False,minimize_gas,14,49,11,26,True,2,1,"[""volatile"", ""stable""]","[""volatile""]",14841.35,14621.06,paraswap,0.969,0.67,197,False,0.0,api,0,Gas-Optimized,,,,swap,simple_swap,cost,moderate,low,,,,49,0.287,0.273,,,
15000,30000,206667,immediate,944,2.74,4,True,False,True,maximize_output,52,8,13,27,True,1,2,"[""volatile""]","[""volatile"", ""volatile""]",26066.56,25496.85,1inch,0.735,1.73,669,False,0.0,api,3,Surplus-First,123.89,0.49,1.08,complex_defi,aggregated_swap,output,complex,high,0.401,0.38,0.219,8,,,,,
10000,300000,366318,good_til_cancel,638,2.58,4,True,True,False,balanced,19,14,15,52,True,3,1,"[""stable"", ""volatile"", ""stable""]","[""native""]",61172.28,60564.24,paraswap,0.834,1.5,146,True,0.843,web,1,Reputation-Trust,,,,complex_defi,multi_token,balanced,complex,high,,,,14,,,0.436,0.397,0.167
10000,120000,61939,fill_or_kill,587,2.32,3,True,False,False,maximize_output,44,9,10,37,True,1,1,"[""stable""]","[""native""]",45962.86,46052.93,paraswap,0.905,1.37,361,False,0.0,telegram,1,Surplus-First,307.7,0.67,1.9,complex_defi,split_route,output,complex,medium,0.488,0.381,0.131,9,,,,,
30000,300000,84362,immediate,614,2.02,3,False,True,False,fastest_execution,47,15,16,22,True,3,1,"[""stable"", ""stable"", ""native""]","[""volatile""]",17019.38,16815.57,coingecko,0.96,1.91,141,False,0.0,api,4,Surplus-First,333.6,1.98,1.79,complex_defi,split_route,output,complex,medium,0.427,0.35,0.223,15,,,,,
5000,300000,299190,good_til_cancel,600,2.86,2,False,False,False,balanced,60,11,10,19,False,1,1,"[""volatile""]","[""stable""]",15716.14,15953.98,internal,0.895,1.01,262,True,0.605,mobile,2,Surplus-First,395.12,2.48,1.95,complex_defi,multi_token,balanced,moderate,high,0.419,0.364,0.217,11,,,,,
30000,600000,480144,good_til_cancel,738,2.96,3,True,True,True,balanced,16,23,24,37,True,3,1,"[""native"", ""stable"", ""stable""]","[""volatile""]",42905.01,42110.55,internal,0.973,1.54,394,False,0.0,mobile,2,Reputation-Trust,,,,complex_defi,multi_token,cost,complex,low,,,,23,,,0.422,0.329,0.249
5000,60000,83738,good_til_cancel,735,2.25,4,False,True,True,fastest_execution,26,24,-1,51,True,2,1,"[""stable"", ""volatile""]","[""native""]",12741.71,12478.88,internal,0.817,1.34,540,True,0.749,telegram,1,Reputation-Trust,,,,swap,simple_swap,balanced,complex,medium,,,,24,,,0.351,0.363,0.286
10000,300000,70130,fill_or_kill,794,2.32,4,False,True,True,balanced,28,12,8,52,True,2,1,"[""stable"", ""stable""]","[""volatile""]",46919.51,45707.24,1inch,0.805,2.09,607,False,0.0,mobile,0,Reputation-Trust,,,,complex_defi,split_route,cost,complex,high,,,,12,,,0.422,0.37,0.208
30000,300000,456502,immediate,845,2.92,3,True,False,False,fastest_execution,15,21,23,41,True,1,1,"[""volatile""]","[""volatile""]",30600.26,30377.43,internal,0.803,1.64,745,True,0.786,telegram,2,Reputation-Trust,,,,swap,multi_hop_swap,balanced,complex,high,,,,21,,,0.352,0.383,0.265
5000,300000,267659,good_til_cancel,583,2.19,2,False,True,False,balanced,47,15,13,25,True,2,2,"[""volatile"", ""stable""]","[""volatile"", ""stable""]",43405.36,44029.5,internal,0.817,1.06,426,False,0.0,api,3,Surplus-First,152.4,0.35,1.99,swap,cross_chain,output,complex,medium,0.452,0.34,0.208,15,,,,,
30000,60000,247947,good_til_cancel,556,2.72,2,False,False,False,maximize_output,44,9,20,27,False,2,1,"[""native"", ""volatile""]","[""native""]",16692.23,16614.66,paraswap,0.832,2.1,394,True,0.847,api,0,Surplus-First,775.09,4.67,1.79,complex_defi,multi_token,output,complex,medium,0.404,0.363,0.233,9,,,,,
3000,30000,90642,immediate,528,2.12,2,True,False,False,minimize_gas,17,43,13,27,True,1,1,"[""volatile""]","[""stable""]",16560.19,16269.03,internal,0.824,0.96,146,False,0.0,web,0,Gas-Optimized,,,,limit_order,standard_limit,cost,moderate,low,,,,43,0.323,0.21,,,
10000,300000,75476,good_til_cancel,827,2.76,4,False,False,False,minimize_gas,29,17,-1,55,True,1,2,"[""volatile""]","[""native"", ""native""]",8875.42,8787.0,1inch,0.866,1.83,393,True,0.851,web,0,Reputation-Trust,,,,swap,cross_chain,balanced,moderate,medium,,,,17,,,0.357,0.39,0.253
5000,60000,155374,immediate,552,2.45,2,False,True,False,minimize_gas,18,50,15,17,False,1,1,"[""stable""]","[""stable""]",1579.66,1553.75,paraswap,0.807,0.74,222,False,0.0,api,4,Gas-Optimized,,,,limit_order,standard_limit,cost,simple,low,,,,50,0.28,0.305,,,
30000,300000,216801,fill_or_kill,649,2.9,3,True,True,False,balanced,24,17,21,38,False,1,1,"[""stable""]","[""native""]",60350.87,59539.52,coingecko,0.945,1.25,130,True,0.898,mobile,0,Reputation-Trust,,,,complex_defi,split_route,balanced,moderate,medium,,,,17,,,0.434,0.322,0.244
10000,60000,82498,immediate,597,2.48,2,True,False,True,balanced,11,50,14,25,True,1,1,"[""native""]","[""volatile""]",11668.75,11716.55,coingecko,0.884,0.92,349,True,0.813,api,2,Gas-Optimized,,,,limit_order,standard_limit,cost,moderate,low,,,,50,0.334,0.193,,,
5000,30000,21919,fill_or_kill,737,2.67,4,False,False,True,maximize_output,51,7,14,28,False,2,1,"[""volatile"", ""stable""]","[""volatile""]",38419.65,38964.74,coingecko,0.77,1.1,84,False,0.0,web,1,Surplus-First,831.38,2.13,0.54,swap,multi_hop_swap,output,complex,medium,0.499,0.323,0.178,7,,,,,
30000,60000,159216,good_til_cancel,844,2.51,4,False,True,False,minimize_gas,54,15,12,19,True,2,1,"[""volatile"", ""volatile""]","[""stable""]",42520.59,41396.65,1inch,0.8,1.47,718,False,0.0,api,4,Surplus-First,589.16,1.42,1.07,swap,multi_hop_swap,balanced,complex,high,0.417,0.385,0.198,15,,,,,
5000,300000,294708,fill_or_kill,657,2.48,3,True,True,True,balanced,30,15,18,37,True,1,1,"[""stable""]","[""volatile""]",26584.01,26461.68,internal,0.945,1.71,224,False,0.0,mobile,1,Reputation-Trust,,,,complex_defi,multi_token,cost,moderate,high,,,,15,,,0.388,0.34,0.272
10000,300000,141123,good_til_cancel,654,2.2,3,False,True,True,maximize_output,51,14,14,21,True,2,1,"[""native"", ""volatile""]","[""volatile""]",39026.42,39755.44,internal,0.942,2.35,447,True,0.812,api,1,Surplus-First,750.08,1.89,0.53,swap,cross_chain,output,moderate,high,0.41,0.363,0.227,14,,,,,
10000,30000,198971,good_til_cancel,690,2.66,4,True,True,False,minimize_gas,47,11,20,22,False,1,1,"[""native""]","[""volatile""]",11696.45,11743.23,coingecko,0.702,1.52,173,False,0.0,mobile,3,Surplus-First,594.98,5.07,0.53,complex_defi,split_route,output,complex,medium,0.477,0.375,0.148,11,,,,,
15000,300000,281245,good_til_cancel,949,2.83,4,True,True,False,maximize_output,41,6,18,35,True,1,2,"[""native""]","[""stable"", ""volatile""]",44798.83,45349.71,paraswap,0.757,2.43,331,True,0.819,web,4,Surplus-First,718.57,1.58,1.33,swap,cross_chain,output,complex,medium,0.484,0.356,0.16,6,,,,,
60000,300000,511762,good_til_cancel,670,2.47,3,True,False,True,minimize_gas,23,23,15,39,True,1,1,"[""native""]","[""volatile""]",30770.14,31066.98,internal,0.922,1.49,490,True,0.779,telegram,1,Reputation-Trust,,,,swap,simple_swap,balanced,moderate,medium,,,,23,,,0.419,0.365,0.216
5000,120000,91451,immediate,552,2.18,3,False,True,False,maximize_output,25,44,17,14,True,1,1,"[""native""]","[""volatile""]",17265.38,16967.87,internal,0.765,1.22,217,False,0.0,web,1,Gas-Optimized,,,,swap,simple_swap,cost,moderate,medium,,,,44,0.287,0.263,,,
30000,120000,21818,good_til_cancel,981,2.29,3,False,False,True,balanced,45,9,11,35,False,2,1,"[""stable"", ""volatile""]","[""native""]",27524.11,27925.7,internal,0.972,2.48,718,True,0.611,telegram,2,Surplus-First,531.63,1.9,1.85,complex_defi,aggregated_swap,output,moderate,high,0.406,0.349,0.245,9,,,,,
15000,300000,197237,good_til_cancel,651,2.1,2,False,False,False,maximize_output,53,6,12,29,False,1,1,"[""stable""]","[""volatile""]",6838.86,6935.35,internal,0.874,2.03,64,False,0.0,api,4,Surplus-First,240.14,3.46,0.97,swap,multi_hop_swap,output,simple,high,0.444,0.34,0.216,6,,,,,
3000,60000,60647,good_til_cancel,925,2.66,4,True,True,False,maximize_output,50,10,18,22,True,2,1,"[""stable"", ""native""]","[""native""]",11082.11,10947.23,1inch,0.704,1.98,62,False,0.0,mobile,3,Surplus-First,114.61,1.05,0.67,complex_defi,multi_token,output,complex,high,0.43,0.36,0.21,10,,,,,
30000,30000,37322,good_til_cancel,620,2.47,3,True,True,False,maximize_output,52,9,16,23,True,2,1,"[""native"", ""stable""]","[""native""]",25435.46,25855.56,internal,0.738,1.48,321,False,0.0,mobile,2,Surplus-First,433.14,1.68,0.91,complex_defi,aggregated_swap,output,complex,medium,0.443,0.39,0.167,9,,,,,
30000,600000,339390,good_til_cancel,780,2.91,4,False,True,False,balanced,21,11,22,46,True,1,1,"[""volatile""]","[""stable""]",63125.02,63561.17,internal,0.814,1.96,65,True,0.832,mobile,4,Reputation-Trust,,,,limit_order,standard_limit,output,complex,high,,,,11,,,0.375,0.362,0.263
15000,60000,122386,immediate,655,2.05,2,False,True,True,minimize_gas,14,43,20,23,True,1,1,"[""native""]","[""stable""]",15278.14,14994.46,coingecko,0.86,1.48,408,True,0.858,mobile,2,Gas-Optimized,,,,swap,simple_swap,cost,simple,medium,,,,43,0.263,0.265,,,
10000,300000,500948,good_til_cancel,726,2.47,3,True,False,True,maximize_output,30,13,22,35,True,2,1,"[""volatile"", ""volatile""]","[""stable""]",74949.47,75851.82,internal,0.871,2.27,456,True,0.755,mobile,3,Reputation-Trust,,,,complex_defi,multi_token,balanced,complex,high,,,,13,,,0.354,0.305,0.341
5000,60000,266802,good_til_cancel,542,2.14,4,False,True,True,balanced,48,11,14,27,False,1,1,"[""volatile""]","[""stable""]",43635.68,42911.64,1inch,0.919,2.19,329,False,0.0,api,5,Surplus-First,215.55,0.5,0.48,complex_defi,split_route,balanced,complex,medium,0.47,0.338,0.192,11,,,,,
30000,60000,432460,good_til_cancel,712,2.75,2,True,True,False,maximize_output,27,15,4,54,True,2,1,"[""volatile"", ""volatile""]","[""volatile""]",74425.47,73060.31,paraswap,0.975,2.04,89,False,0.0,mobile,1,Reputation-Trust,,,,limit_order,stop_loss,balanced,complex,high,,,,15,,,0.417,0.308,0.275
3000,60000,282597,good_til_cancel,585,2.2,2,True,False,False,maximize_output,56,12,12,20,True,1,1,"[""stable""]","[""volatile""]",46137.53,46314.43,paraswap,0.878,1.56,382,True,0.65,mobile,4,Surplus-First,747.89,1.61,1.88,limit_order,stop_loss,output,moderate,low,0.472,0.385,0.143,12,,,,,
30000,600000,429945,good_til_cancel,648,2.85,3,True,True,True,balanced,28,16,17,39,True,2,1,"[""native"", ""volatile""]","[""volatile""]",29608.69,29351.11,coingecko,0.91,1.22,376,True,0.93,api,2,Reputation-Trust,,,,swap,cross_chain,cost,complex,high,,,,16,,,0.354,0.365,0.281
30000,60000,284495,good_til_cancel,520,2.08,3,True,True,True,maximize_output,42,10,20,28,True,1,2,"[""stable""]","[""volatile"", ""volatile""]",37262.9,36292.73,internal,0.98,2.19,342,False,0.0,api,4,Surplus-First,260.6,0.72,1.89,complex_defi,aggregated_swap,output,complex,low,0.427,0.369,0.204,10,,,,,
30000,60000,376845,fill_or_kill,761,2.51,4,False,True,False,minimize_gas,28,25,-4,51,True,3,2,"[""volatile"", ""stable"", ""native""]","[""native"", ""native""]",46648.17,45330.51,internal,0.896,1.38,332,True,0.946,api,4,Reputation-Trust,,,,swap,cross_chain,balanced,complex,high,,,,25,,,0.376,0.37,0.254
30000,60000,17151,immediate,510,2.76,4,True,False,False,maximize_output,49,9,10,32,True,1,1,"[""volatile""]","[""native""]",40743.29,40290.75,internal,0.738,2.11,188,True,0.627,telegram,0,Surplus-First,834.09,2.07,0.63,complex_defi,multi_token,output,complex,low,0.461,0.331,0.208,9,,,,,
3000,60000,136337,immediate,769,2.25,3,False,False,True,maximize_output,52,12,19,17,False,1,1,"[""native""]","[""volatile""]",49587.9,49711.61,coingecko,0.727,1.57,615,False,0.0,web,5,Surplus-First,377.51,0.76,1.96,complex_defi,aggregated_swap,output,moderate,high,0.497,0.389,0.114,12,,,,,
3000,120000,26558,good_til_cancel,660,2.42,2,True,True,True,balanced,25,53,13,9,True,1,2,"[""native""]","[""volatile"", ""native""]",1868.37,1882.63,1inch,0.957,0.86,209,True,0.791,mobile,4,Gas-Optimized,,,,limit_order,standard_limit,cost,simple,medium,,,,53,0.312,0.193,,,
